,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,reviews_per_month,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,instant_bookable,availability_365,availability_30,availability_60,availability_90,minimum_minimum_nights,host_id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,host_has_profile_pic,calculated_host_listings_count,hosts_time_as_host_years,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication,city,latitude,longitude,neighbourhood_cleansed,full_tract_fips,state_fips,county_fips,tract_fips,median_household_income,median_gross_rent,median_home_value,total_population,median_age,poverty_rate,pct_renter_occupied,pct_white,pct_black,pct_asian,pct_hispanic,pct_college_educated,unemployment_rate,listing_url,name,description,bathrooms,has_wifi,has_parking,has_pool,has_gym
11761,317.0,0.0,0.0,,,entire_home,Entire home/apt,4.0,2.0,2.0,31,365.0,True,321.0,0.0,16.0,46.0,30.0,107434423.0,False,1.0,100%,96%,True,True,96.0,,0.0,,,,,austin_TX,30.2668207,-97.741089,78701,48453001103.0,48.0,453.0,1103.0,161735.0,2835.0,547200.0,3886.0,49.8,0.0797735460627895,0.509946442234124,0.6268656716417911,0.0128667009778692,0.069480185280494,0.2786927431806484,0.7981927710843374,0.0,https://www.airbnb.com/rooms/1330482022895184908,"Blueground | Downtown, pool & AC, nr Capitol","Feel at home wherever you choose to live with Blueground. You’ll love this stylish Downtown Austin furnished two bedroom apartment with its modern decor, fully equipped kitchen, and beautiful living room. Ideally located, you’re close to all the best that Austin has to offer! (ID #ATX294)",2.0,True,False,True,True
256927,,0.0,,4.92,0.17,private_room,Private room,1.0,1.0,1.0,2,365.0,False,0.0,0.0,0.0,0.0,2.0,149772731.0,False,0.0,0,0,True,True,6.0,,13.0,4.92,4.54,4.85,5.0,sanmateo_CA,37.69228,-122.46397,Daly City,6081601301.0,6.0,81.0,601301.0,108468.0,2034.0,1071900.0,4004.0,42.9,0.0641858141858141,0.7352430555555556,0.0746753246753246,0.0027472527472527,0.4178321678321678,0.4745254745254745,0.2776213933849402,0.0340699815837937,https://www.airbnb.com/rooms/33949154,🧸PrivateBath ☘️near SFO/Bart kitchen Laundry*WiFi *,"Welcome home everyone :) our ultimate goal it’s becoming your second home when you needing us, and not just Being a guest!! this desirable walkable neighborhood it is close to everything from supermarkets, pharmacy, restaurant,shopping centers to freeway entrance 10-15mins from San Francisco international airport, 11mins walking distance to Colma Bart station. *FYI please do ask for parking situation before your booking. Housekeeper always standby for all your needs!!<br />(Extra guest $20 per night)",1.0,True,False,False,False
156254,,0.0,,,,private_room,Private room,2.0,1.0,1.0,30,365.0,False,364.0,29.0,59.0,89.0,31.0,668954332.0,False,1.0,100%,75%,True,True,228.0,0.0,0.0,,,,,la_CA,34.0253444,-118.3063996,Exposition Park,6037222500.0,6.0,37.0,222500.0,72316.0,1625.0,839100.0,4194.0,33.7,0.1284316065886846,0.7461350691619203,0.0207439198855507,0.2181688125894134,0.025035765379113,0.7014783023366714,0.1778025241276911,0.0664832645575424,https://www.airbnb.com/rooms/1335761752093724057,Cute Bed and Bath,"BRAND NEW building in PERFECT LOCATION. Located at exposition park & Jefferson park. 10mins to KTOWN 5mins to USC.<br /><br />You will have your OWN ROOM with PRIVATE BATH, sharing kitchen, living room, and study/work area. Each room comes with a SECURED PRIVATE LOCK.<br /><br />Each room has<br />Shade blocking blinds<br />Sit stand desk<br />Twin/queen/single size beds<br />Closet space<br />Individual bathroom and<br />Individual AC unit<br />FULLY FURNISHED MOVE IN READY<br />Scenic views: Some units offer beautiful view of the iconic Hollywood sign",1.0,True,False,False,False
127213,,0.0,,4.6,0.1,entire_home,Entire home/apt,6.0,3.0,3.0,30,365.0,False,365.0,30.0,60.0,90.0,30.0,30550719.0,False,0.0,0,0,True,True,1.0,10.0,10.0,4.3,4.9,4.4,4.7,la_CA,34.08791,-118.24821,Echo Park,6037197300.0,6.0,37.0,197300.0,105690.0,1993.0,1177300.0,3734.0,37.5,0.0565077664702731,0.6677631578947368,0.4705409748259239,0.0216925549009105,0.0763256561328334,0.3200321371183717,0.590556073314694,0.0907095830285296,https://www.airbnb.com/rooms/21742577,Sweeping views from cabin in park setting,"The renovated cabin behind private gates with ocean-to-Hollywood-sign views. Seamlessly blending indoor and outdoor living, featuring patios, decks, an outdoor tub, a firepit amidst towering pines.<br /><br />Separate studio with garden views. Minutes from shops and restaurants, with lush gardens, orchards, and berries.<br /><br />Inside: plush beds, designer decor, and museum-quality art. Gourmet kitchen, heated floors, Toto washlets, and steam shower. Outside: teak tables, lounge chairs, fire pit, and yoga pad.",3.5,True,True,False,False
172868,,240.0,,4.91,1.97,entire_home,Entire home/apt,4.0,2.0,3.0,30,365.0,False,58.0,1.0,31.0,57.0,30.0,128480.0,True,2.0,100%,60%,True,True,1.0,8.0,201.0,4.95,4.63,4.84,4.96,nyc_NY,40.69083,-73.90876,Bushwick,36047041300.0,36.0,47.0,41300.0,107131.0,1989.0,698400.0,3620.0,35.3,0.1718232044198895,0.6803455723542117,0.2099447513812154,0.3016574585635359,0.0400552486187845,0.4019337016574585,0.3792341678939617,0.047993705743509,https://www.airbnb.com/rooms/14214403,Location! Brooklyn Super Apartment near L train,"This  2 bedroom apartment is fully loaded with every amenity and accessory for a trip to Brooklyn and NYC.  It is a 2 bedroom apartment in a boutique apartment building with only one upstairs neighbor.  The spacious apartment also includes a secluded outdoor oasis patio space with a gas grill! Plus; central air, simpli safe alarm system, two televisions with Netflix and streaming cable tv, marble counters, new appliances, fully stocked kitchen, free laundry in the building and much more!",1.0,True,True,False,False
215776,333.0,40.0,13320.0,5.0,0.79,entire_home,Entire home/apt,5.0,3.0,3.0,2,365.0,False,95.0,25.0,49.0,71.0,2.0,22332759.0,True,1.0,100%,93%,True,True,1.0,,21.0,5.0,4.76,4.86,5.0,neworleans_LA,29.91989439594159,-90.12608202750856,Audubon,22071011500.0,22.0,71.0,11500.0,133750.0,1803.0,954900.0,1256.0,49.0,0.0839694656488549,0.2080291970802919,0.8415605095541401,0.037420382165605,0.0047770700636942,0.0199044585987261,0.7901364113326338,0.0084745762711864,https://www.airbnb.com/rooms/699311285912333738,Stunning Uptown Oasis: 3BR/2BA at Audubon Park,"This exquisite three-bedroom, two-bathroom residence offers the ultimate blend of modern luxury, timeless charm, and located next to the iconic Audubon Park. The backyard is private, perfect for outdoor gatherings and relaxation.<br /><br />Includes OFF-STREET PARKING, high Speed WiFi, Apple TV and Nest thermostat. <br /><br />Enjoy premium linens & bath sheets, curated furniture and artwork from local artists.<br /><br />*Message directly for discount on monthly stays*",2.0,True,True,False,False
78654,,255.0,,4.67,2.92,shared_room,Shared room,6.0,1.0,1.0,29,365.0,False,355.0,20.0,50.0,80.0,29.0,48873476.0,False,1.0,100%,94%,True,True,18.0,,321.0,4.54,4.7,4.69,4.77,denver_CO,39.75355,-104.99097,Five Points,8031001603.0,8.0,31.0,1603.0,70334.0,1998.0,598000.0,5571.0,32.4,0.2064236737639841,0.9208271787296898,0.6201759109675103,0.0427212349667923,0.0369772033746185,0.1633458984024412,0.5843855218855218,0.0567741935483871,https://www.airbnb.com/rooms/10927867,Amazing Bunk Female Only Shared Room!,"Our FEMALE ONLY shared room accommodations are all stocked full of unique decor and experiences! Each room has plush mattresses and linens, key card access, and personal lockers. Guests have access to our full bar, modern kitchen, multiple lounges, and outdoor patio. We look forward to hosting you!<br /><br />Please contact us to book more than one person (up to 6 ppl).<br />Valid CC or Debit Card Required for check in for incidentals/proof of identity but will not be charged.",2.0,True,False,False,False
210131,162.0,150.0,24300.0,4.92,2.36,entire_home,Entire home/apt,8.0,4.0,5.0,1,75.0,False,64.0,10.0,34.0,64.0,1.0,459355128.0,True,1.0,100%,98%,True,True,1.0,,25.0,4.84,4.8,4.88,5.0,nashville_TN,36.25004,-86.64059,District 11,47037010502.0,47.0,37.0,10502.0,82841.0,1066.0,333800.0,4886.0,42.1,0.0830945558739255,0.1760948905109489,0.664756446991404,0.1751944330740892,0.0,0.1279164961113385,0.4225580140313006,0.0223166843783209,https://www.airbnb.com/rooms/1281410507537039262,Nashville Lake Townhome,"Gorgeous brand new luxurious 4 BD/3BA townhome that overlooks Old Hickory Lake, with porches on each story, and a awesome private rooftop with waterfront view! It's walking distance from the Turtle Bay Marina and Sam's Restaurant for a lakeside experience. Bonus, also near Hermitage Golf Course!<br /><br />Option for boat rental through Boatsetter is available at this property. Experienced boat operators only. Please message for more information!",3.0,True,True,False,False
139729,,0.0,,,,entire_home,Entire home/apt,6.0,3.0,3.0,30,365.0,False,89.0,30.0,60.0,89.0,30.0,392412037.0,False,0.0,0,50%,True,True,4.0,4.0,0.0,,,,,la_CA,34.0997,-118.42723,Beverly Crest,6037261102.0,6.0,37.0,261102.0,250001.0,3133.0,2000001.0,3990.0,47.5,0.0573934837092731,0.090717299578059,0.8315789473684211,0.0338345864661654,0.0528822055137844,0.0471177944862155,0.7515701325889742,0.0090702947845804,https://www.airbnb.com/rooms/639998121320241281,Tower Modern Villa,,3.5,True,False,True,False
117852,767.9499999999825,0.0,0.0,,,entire_home,Entire home/apt,4.0,0.0,2.0,1,14.0,False,345.0,27.0,57.0,87.0,1.0,215548272.0,True,2.0,94%,91%,True,True,51.0,,0.0,,,,,hawaii_hawaii,20.939402,-156.69132,Lahaina,15009031503.0,15.0,9.0,31503.0,80859.0,2019.0,1551100.0,2802.0,45.7,0.1334760885082084,0.5459915611814345,0.4453961456102783,0.0082084225553176,0.1513204853675945,0.1723768736616702,0.2896678966789668,0.1221719457013574,https://www.airbnb.com/rooms/1462616115888265405,Westin Kaanapali North OCEAN VIEW Studio Villa,I can rent any number of nights and any size unit at this resort if available. let me know and I will send you a specific listing to book. <br /><br />THIS IS AN OCEAN VIEW STUDIO UNIT.  A studio is like a large hotel room with a kitchenette and a pull out couch and a king bed.  This room also has a small Lanai with two chairs.  Total Occupancy is 4.,1.0,True,True,True,True
33125,,30.0,,5.0,1.39,entire_home,Entire home/apt,2.0,3.0,2.0,2,365.0,False,276.0,10.0,21.0,47.0,1.0,404371964.0,False,1.0,100%,86%,False,True,1.0,,5.0,5.0,5.0,5.0,5.0,broward_FL,26.1496914,-80.1350226,Fort Lauderdale,12011040802.0,12.0,11.0,40802.0,66364.0,1510.0,422300.0,4648.0,39.3,0.1811531841652323,0.5814061054579094,0.4285714285714285,0.289802065404475,0.0133390705679862,0.1981497418244406,0.3180410920349001,0.0474815527751042,https://www.airbnb.com/rooms/1362704176940025338,"Pet-Friendly 3BR | Fenced Yard, Grill & Near Beach","Relax with the whole group at this peaceful 3BR home—just 10 mins from the beach and downtown Fort Lauderdale! The king and double-full rooms share an updated bathroom, while the queen bedroom has a private en-suite—great for in-laws or teens. Enjoy a full kitchen, fast Wi-Fi, and a large fenced yard perfect for kids and dogs. Fire up the BBQ or unwind after beach days. Includes private parking and self check-in—ideal for families, remote work, or extended stays.",2.0,True,True,False,False
59621,240.0,0.0,0.0,,,entire_home,Entire home/apt,8.0,3.0,4.0,31,365.0,False,364.0,30.0,60.0,90.0,31.0,663359334.0,False,3.0,80%,100%,True,True,2.0,,0.0,,,,,clark_NV,36.19858538475027,-115.30185181362276,City of Las Vegas,32003003252.0,32.0,3.0,3252.0,121232.0,2112.0,478000.0,4417.0,41.6,0.0564663023679417,0.4453348597595878,0.5675798052977133,0.045958795562599,0.0733529544940004,0.2313787638668779,0.50401800064288,0.0538461538461538,https://www.airbnb.com/rooms/1296642624360658139,Extended Stay Luxury Pet Friendly 3 BR Home,"Welcome to our beautifully renovated 3-BR, 2-BTH home, where comfort meets luxury. Ideal for temporary or extended stays, our fully furnished, pet-friendly retreat is designed with your relaxation in mind. Enjoy a modern kitchen, a fully fenced backyard, a dedicated workspace and convenient main floor bedrooms.  Located in a quiet suburban neighborhood, you'll have easy access to schools, shopping, and more. We’re excited to welcome you and invite you to make this your home away from home!",2.0,True,True,False,False
223384,226.0,90.0,20340.0,4.6,3.75,entire_home,Entire home/apt,7.0,4.0,5.0,2,24.0,False,317.0,13.0,27.0,53.0,2.0,6233773.0,True,1.0,100%,98%,True,True,2.0,,15.0,4.73,4.0,4.53,4.73,oakland_CA,37.8079413056064,-122.29984331068948,Prescott,6001401800.0,6.0,1.0,401800.0,69500.0,1648.0,1041000.0,1816.0,33.9,0.1947544642857142,0.7394366197183099,0.2654185022026432,0.310022026431718,0.0457048458149779,0.3171806167400881,0.5586890243902439,0.0349650349650349,https://www.airbnb.com/rooms/1421247857912639018,Welcome to Your Lovely Home away From Home,"This historic Oakland victorian home is located just minutes from BART and a short ride to San Francisco. You will enjoy the convenience of city access without sacrificing comfort, elevated cost, or space. Easy access to freeway for a day trip to wine country, Silicon Valley, or the coast. Close to downtown Oakland Jack London square where you can find shops, local restaurants, cafes, and breweries. Don’t want to sit in traffic or ride the subway, catch the ferry to San Francisco Bay.",2.5,True,False,False,False
246208,333.0,102.0,33966.0,4.67,0.96,entire_home,Entire home/apt,6.0,3.0,3.0,3,60.0,True,142.0,0.0,0.0,0.0,3.0,193530257.0,False,1.0,100%,100%,True,True,1.0,,66.0,4.39,4.91,4.71,4.73,sandiego_CA,32.78126,-117.19481,Bay Park,6073009104.0,6.0,73.0,9104.0,147586.0,3238.0,1141700.0,2838.0,42.7,0.0496828752642706,0.2087912087912088,0.8107822410147991,0.0,0.0119802677942212,0.113460183227625,0.6421545667447307,0.0118343195266272,https://www.airbnb.com/rooms/42096864,Bay Park 3 Bed ~ Perfect Location Near Beach,"Perfect San Diego location with three private bedrooms and large living room. Spread out as the entire home + backyard with turf, private jacuzzi and views is yours to enjoy. Property is nearby Mission Bay, Pacific Beach, downtown, Sea World, Zoo, retail, and SD airport. Enjoy bay views from the kitchen, beautiful hardwood floors, new light grey paint, professionally decorated and staged with everything you need and also a brand new sleeper sofa in Living Room.",2.0,True,True,False,False
147294,,120.0,,4.73,2.73,entire_home,Entire home/apt,2.0,1.0,1.0,3,150.0,False,180.0,30.0,60.0,90.0,3.0,25019479.0,False,1.0,90%,72%,True,True,2.0,9.0,70.0,4.81,4.87,4.69,4.89,la_CA,34.15302769842433,-118.00260853342832,Monrovia,6037430302.0,6.0,37.0,430302.0,94058.0,1839.0,984100.0,4859.0,45.8,0.0894845360824742,0.3885610531093962,0.5383823832064211,0.0174933113809425,0.1306853261988063,0.2362626054743774,0.5059508066649034,0.036624203821656,https://www.airbnb.com/rooms/1002471204682232435,Monrovia Luxury Foothill Living,"Cozy Monrovia Getaway<br /><br />Welcome to our inviting Monrovia retreat, nestled within a completely gated warm family home. Your private unit awaits, offering a separate entry, a complete bedroom, a Jacuzzi-equipped bathroom, and a convenient laundry room/mini kitchen.<br /><br />Unwind by the refreshing pool and soak in the charm of our Huntington Library-style front and back yard, adorned with a majestic 200-year-old oak tree.<br /><br />Conveniently located just minutes from downtown Monrovia. No cleaning fee",1.0,True,True,True,False
10117,221.0,24.0,5304.0,5.0,0.68,entire_home,Entire home/apt,10.0,4.0,7.0,3,365.0,False,269.0,29.0,59.0,89.0,2.0,31410792.0,True,1.0,100%,100%,True,True,1.0,,12.0,5.0,5.0,5.0,5.0,austin_TX,30.45754,-97.68345,78728,48453045600.0,48.0,453.0,45600.0,126699.0,1956.0,437900.0,4970.0,33.9,0.0517102615694165,0.4686211635364177,0.3372233400402414,0.1559356136820925,0.2869215291750503,0.1295774647887324,0.6931880108991826,0.0390334572490706,https://www.airbnb.com/rooms/1123320743948871582,"Chic Austin Haven: 4BR, 8 min to The Domain","Chic 4BR Oasis, 8min to The Domain & tech companies (Apple, Amazon, IBM, Samsung...) , 20min to Downtown ATX! <br /><br />Luxuriate in our sunny living area, stylish dining, and game room fun. <br /><br />Enjoy 2.5 baths, a nearby dog park and a large backyardl. <br />Ideal for family, work, or tranquil retreats. Discover Austin's charm with ease.",2.0,True,True,False,False
62881,83.0,18.0,1494.0,5.0,2.81,entire_home,Entire home/apt,4.0,2.0,3.0,2,14.0,False,58.0,12.0,28.0,49.0,1.0,191901724.0,False,1.0,100%,100%,True,True,1.0,,3.0,5.0,5.0,4.67,5.0,clark_NV,36.018284,-115.209382,Unincorporated Areas,32003005866.0,32.0,3.0,5866.0,129340.0,1852.0,470600.0,7807.0,32.1,0.0066855232707636,0.1834942932396839,0.3395670552068656,0.1155373382861534,0.3013961829127706,0.1617778916357115,0.3903580146460537,0.0351812366737739,https://www.airbnb.com/rooms/1476941169025069005,New Townhouse At Enterprise,Reconnect with loved ones in this family-friendly place.<br /><br />Two car garage available and limited guest parking on street. <br /><br />Downstairs:<br />Living room with 1 sofa bed<br />Kitchen<br />Half bathroom <br />Two car garage<br /><br />Upstairs:<br />Master bedroom (master bathroom with walk in closet) with 1 queen bed<br />Guest bedroom with 1 queen bed<br />Shared full bathroom <br />Laundry room<br />Loft <br /><br />Onsite WiFi available <br />NO PARTY<br />No smoking or viping<br />No pets allowed<br /><br />Around 15 min driving to Strip.<br />Around 15 min driving to Harry Reid airport,2.5,True,True,True,False
120720,,0.0,,5.0,0.02,private_room,Private room,2.0,1.0,1.0,2,365.0,False,0.0,0.0,0.0,0.0,2.0,217470.0,False,0.0,0,0,True,True,1.0,14.0,3.0,5.0,5.0,4.67,5.0,la_CA,33.99344,-118.44295,Culver City,6037702803.0,6.0,37.0,702803.0,127439.0,2748.0,1630600.0,2941.0,41.2,0.0634197617379117,0.66996699669967,0.3270996259775586,0.1237674260455627,0.0897653859231553,0.342740564433866,0.6036395916555704,0.0702614379084967,https://www.airbnb.com/rooms/47794,One Bedroom in Venice/MarinadelRey,"private bedroom can sleep 1-2.  shared bathroom.  Enjoy available bicycles for local use,  washer-dryer.  Full kitchen for cooking, with grocery store 2 blocks away. off-street parking if you have a car!  Close to all westside bus lines.....",1.0,True,True,False,False
