,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,reviews_per_month,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,instant_bookable,availability_365,availability_30,availability_60,availability_90,minimum_minimum_nights,host_id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,host_has_profile_pic,calculated_host_listings_count,hosts_time_as_host_years,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication,city,latitude,longitude,neighbourhood_cleansed,full_tract_fips,state_fips,county_fips,tract_fips,median_household_income,median_gross_rent,median_home_value,total_population,median_age,poverty_rate,pct_renter_occupied,pct_white,pct_black,pct_asian,pct_hispanic,pct_college_educated,unemployment_rate,listing_url,name,description,bathrooms,has_wifi,has_parking,has_pool,has_gym
122731,,0.0,,4.75,0.03,entire_home,Entire home/apt,2.0,2.0,2.0,30,30.0,True,0.0,0.0,0.0,0.0,30.0,4795643.0,False,0.0,0,0,True,True,1.0,10.0,4.0,4.5,5.0,4.75,4.5,la_CA,34.09154,-118.27996,Silver Lake,6037195901.0,6.0,37.0,195901.0,90417.0,2064.0,1601200.0,2566.0,37.2,0.1524074810982889,0.9217830109335576,0.4567420109119252,0.0237724084177708,0.1492595479345284,0.2872174590802805,0.644097995545657,0.1578044596912521,https://www.airbnb.com/rooms/6525901,Studio apartment in Silverlake,"A beautiful, bright studio with exposed brick, white walls and wood floors. Full kitchen, full bath. Comfortable queen bed. Very peaceful with large windows looking out onto Sunset and the hills beyond. Steps away from coffee shops and restaurants. Coin operated washer and dryer in the basement. Just to be clear, it's an old apartment building, so if you don't like old apartments, this isn't for you.",1.0,True,False,False,False
227477,,180.0,,4.93,3.08,entire_home,Entire home/apt,5.0,2.0,3.0,2,31.0,False,75.0,21.0,45.0,75.0,2.0,20673854.0,True,1.0,94%,99%,True,True,3.0,8.0,30.0,4.9,4.97,4.93,5.0,portland_OR,45.51458,-122.64773,Buckman,41051001203.0,41.0,51.0,1203.0,88024.0,1551.0,611100.0,2702.0,35.7,0.144927536231884,0.7278688524590164,0.8993338267949667,0.0314581791265729,0.0155440414507772,0.0222057735011102,0.6329059829059829,0.0204180845892075,https://www.airbnb.com/rooms/1244404643501873804,Hawthorne Classic,"Enjoy a stylish experience in a centrally-located spacious craftsman house. Close to numerous bars, restaurants, and second-hand stores, the Hawthorne Classic is a perfect home base for many of Portland’s quintessential experiences. This 10-min neighborhood between Hawthorne and Belmont has everything you need in walking distance.",1.0,True,False,False,False
185058,,60.0,,4.72,2.12,private_room,Private room,2.0,1.0,1.0,30,365.0,True,356.0,21.0,51.0,81.0,30.0,429419108.0,True,1.0,100%,100%,True,True,2.0,4.0,105.0,4.54,4.83,4.65,4.96,nyc_NY,40.79978,-73.96294,Upper West Side,36061019300.0,36.0,61.0,19300.0,76250.0,1492.0,609600.0,9652.0,34.2,0.2052410901467505,0.847678916827853,0.3083298798176543,0.1324077911313717,0.1017405719021964,0.4318276004973063,0.5164820846905538,0.0670881629785739,https://www.airbnb.com/rooms/53054858,immaculate private room1block C park& Columbia UNI,"my name is Max I’m MD , I would love to offer you a pleasant stay at an immaculate super quiet and spacious place which located in Upper West side Manhattan , safe , beautiful neighborhood , many restaurants bars and stores, subway 3 minutes walking to line 1,b&c, Central Park 2 minutes walking, Colombia university 5 minutes walking , location is known for bustling shopping are humble abode offers you comfortable stay in lively city",2.0,True,False,False,False
16024,,0.0,,3.82,0.61,entire_home,Entire home/apt,2.0,1.0,2.0,29,365.0,True,0.0,0.0,0.0,0.0,30.0,2356643.0,False,1.0,89%,99%,False,True,31.0,,22.0,4.0,4.68,4.0,4.18,boston_MA,42.35038,-71.06412,Downtown,25025070201.0,25.0,25.0,70201.0,38393.0,,1500000.0,3415.0,20.9,0.404356705241661,0.9318423855165068,0.4761346998535871,0.0486090775988286,0.3010248901903367,0.1320644216691068,0.4398805078416729,0.05125,https://www.airbnb.com/rooms/732410256220173645,"Downtown Studio Apt, near Tufts Med, BMC, MGF","Explore this centrally located studio on Tremont Street, right across from Boston Common, Theater District, and Downtown. Ideal for tourists, professionals, hospital stays, and students. With nearby hospitals like Tufts Medical Center, Boston Medical Center, and Massachusetts General Hospital, you'll be immersed in city life. Discover exclusive restaurants, attractions, renowned theaters like the Boston Opera House, and the tranquility of Chinatown and Boston Public Garden, all just steps away.",1.0,True,False,False,False
64935,115.0,90.0,10350.0,4.49,1.91,entire_home,Entire home/apt,2.0,1.0,1.0,1,365.0,True,223.0,5.0,35.0,65.0,7.0,474700132.0,False,1.0,100%,100%,True,True,9.0,,41.0,4.41,4.66,4.44,4.93,columbus_OH,40.01781,-83.01056,Near North/University,39049000500.0,39.0,49.0,500.0,86990.0,1269.0,334400.0,4168.0,34.8,0.177063339731286,0.512045347189419,0.803742802303263,0.0199136276391554,0.0736564299424184,0.0328694817658349,0.6631032376298106,0.0066783831282952,https://www.airbnb.com/rooms/1049442744581518236,Central NY Loft-Style Apt 1BR Steps to High St,"Located along a calm leafy street in the artsy & historic Old North is this NY loft-style apartment filled with style, chic details, and everything you need for a comfortable stay.<br /><br />The home features sun-filled living with an open bedroom, a fully equipped kitchen, a small updated bathroom, and a cute front porch overlooking the neighborhood.<br /><br />Centrally located within walking distance to the popular High St with cafes & food joints like Ray Ray's Hog Pit. Only 5 miles to the heart of Downtown!",1.0,True,True,False,False
229155,169.0,72.0,12168.0,4.91,0.92,entire_home,Entire home/apt,7.0,3.0,6.0,2,365.0,False,159.0,23.0,53.0,66.0,2.0,204475373.0,True,1.0,100%,96%,True,True,1.0,,80.0,4.93,4.88,4.78,4.94,rhodeisland_RI,41.33858,-71.77274,Westerly,44009051000.0,44.0,9.0,51000.0,137802.0,,940900.0,1905.0,60.9,0.0900852878464818,0.116156282998944,0.915485564304462,0.0,0.0257217847769028,0.0062992125984251,0.6469055374592834,0.0362997658079625,https://www.airbnb.com/rooms/27158066,Westerly-Misquamicut  Beach Home,"My lovely beach home is a beautiful two floors home, located in a family friend quiet street in Westerly, RI. Is only 10 minutes walk from the Misquamicut beach.<br /><br />The back yard overlook is a beautiful golf course. <br />This is a truly great place !! Filled with love and caring from my family to yours ❤️<br /><br />When you are looking for a home to spend a fun, quiet and memorable time with your family this is the right place for you.",2.0,True,True,False,False
276614,350.0,36.0,12600.0,4.79,0.59,entire_home,Entire home/apt,8.0,3.0,7.0,3,14.0,False,109.0,0.0,0.0,0.0,3.0,346925350.0,False,1.0,100%,86%,True,True,1.0,,38.0,4.95,5.0,4.55,5.0,twincities_MN,45.25691,-94.20303,Wright,27171100500.0,27.0,171.0,100500.0,97784.0,1657.0,359100.0,4929.0,42.4,0.0547778454047474,0.0392376681614349,0.9642929600324608,0.0060864272671941,0.0016230472712517,0.0129843781700142,0.2870313460356484,0.0289855072463768,https://www.airbnb.com/rooms/43498575,"Lake Sylvia Peninsula Paradise, 17’ Water Clarity",$350 for a single family of 5. Each additional guest is $20 per guest per night. Maximum of 8 paid guests. NO visitors. The water is crystal clear all summer long! We have a level lot and the cabin is approximately 30 feet from the water.,1.0,True,False,False,False
15556,,0.0,,4.77,0.54,entire_home,Entire home/apt,3.0,1.0,2.0,29,365.0,False,0.0,0.0,0.0,0.0,29.0,7362903.0,True,1.0,100%,100%,True,True,3.0,,26.0,4.81,4.46,4.77,4.96,boston_MA,42.32613,-71.0868,Roxbury,25025081700.0,25.0,25.0,81700.0,32288.0,661.0,815400.0,3676.0,40.8,0.2854780931386056,0.7485294117647059,0.05930359085963,0.6716539717083787,0.0486942328618063,0.1817192600652883,0.3098336948662328,0.1114962449451184,https://www.airbnb.com/rooms/52740721,Stunning Nubian Sq Victorian | Mins to Downtown,Located at the top of Roxbury’s Fort Hill is this modern Victorian era home with everything you would need for a relaxing stay just minutes away from all the action.<br />The unit features all the style and luxury you would expect in a new build:<br />1. Gourmet kitchen<br />2. Designer bathroom <br />3. Spacious open-plan living. <br />4. Outdoor paved courtyard (includes fire-pit & grill).<br /><br />The listing is situated minutes away from Harvard & North Eastern and is just a 10-minute bike ride into the heart of Boston.,1.0,True,False,False,False
268833,175.0,70.0,12250.0,4.98,0.58,entire_home,Entire home/apt,2.0,1.0,1.0,7,60.0,False,154.0,0.0,21.0,22.0,2.0,1039322.0,False,0.0,0,71%,True,True,1.0,,66.0,4.98,4.92,4.91,5.0,seatle_WA,47.63793,-122.36792,West Queen Anne,53033006900.0,53.0,33.0,6900.0,182917.0,2162.0,1304800.0,4984.0,35.3,0.0264646464646464,0.3836872586872586,0.7383627608346709,0.0082263242375601,0.095505617977528,0.0850722311396468,0.7839416058394161,0.019,https://www.airbnb.com/rooms/9368342,"Beautiful, Modern Townhouse","Beautiful, modern townhouse in Queen Anne neighborhood near downtown Seattle. Quiet, tree-lined street near shops, cafes, restaurants, and grocery stores (including Trader Joe's and a brand new Safeway eight blocks away). Expansive views of mountains and Puget Sound are right around the corner. Close to Amazon HQ, Gates Foundation, downtown, arts organizations, shopping, and the Space Needle.",1.5,True,False,False,False
589,300.0,120.0,36000.0,5.0,0.93,entire_home,Entire home/apt,6.0,3.0,4.0,3,29.0,False,258.0,2.0,7.0,20.0,3.0,14480896.0,True,1.0,100%,99%,True,True,3.0,,74.0,4.97,4.97,4.92,5.0,asheville_NC,35.48019,-82.50757,28704,37021002205.0,37.0,21.0,2205.0,85657.0,1332.0,338600.0,6887.0,40.5,0.0474992601361349,0.2397548831865185,0.810802962102512,0.0065340496587774,0.0158269202845941,0.0736169594888921,0.476161858974359,0.0754817987152034,https://www.airbnb.com/rooms/7063293,"Cozy, Mountaintop Log Cabin w/Epic Views*Hot Tub","Minimum age to rent is 27.  Up to two dogs max for add’l $75 fee.<br /><br />Awe-inspiring views afforded by being near the top of the mountain.  Minutes from shopping/dining in convenient South Asheville, less than 20 minutes from downtown Asheville & 15 minutes to Biltmore Village and Estate.  Hot tub!<br />For hiking and nature enthusiasts, a 300 acre nature preserve with walking paths is steps away from the cabin. The great room has gas fireplace, leather furniture, rustic tables and a 50” TV w/ Netflix.",2.0,True,True,False,False
77998,106.0,36.0,3816.0,4.83,3.21,entire_home,Entire home/apt,3.0,0.0,1.0,1,365.0,True,340.0,5.0,35.0,65.0,2.0,574723935.0,True,1.0,100%,89%,True,True,5.0,,6.0,5.0,5.0,5.0,5.0,dallas_TX,32.74727,-96.8327,District 1,48113004700.0,48.0,113.0,4700.0,82917.0,1515.0,472400.0,2560.0,40.3,0.1304858934169279,0.6412371134020619,0.217578125,0.04140625,0.00859375,0.703125,0.2050520059435364,0.016867469879518,https://www.airbnb.com/rooms/1516845594315961648,"Chic Suite I Bishop Arts I Gym, Yoga & Game Rooms","✨ This chic boho suite sits just 3 blocks from Bishop Arts. Rest easy with a queen bed, sofa bed, smart TV, full kitchen, and in-unit laundry. Modern, stylish, and brand new. ✨<br /><br />💪 Amenities include a gym, yoga & wellness studio, coworking and meeting spaces for remote works, and a fun games lounge. Everything you need, all in one place. 💪<br /><br />🌆 Unwind outside on the rooftop deck, BBQ with friends, or play one of the life-sized games . Free garage parking makes your Dallas visit stress-free. 🌆",1.0,True,True,False,True
201413,,13.0,,5.0,0.86,hotel,Private room,2.0,1.0,1.0,1,365.0,True,83.0,22.0,52.0,82.0,1.0,566688414.0,False,1.0,100%,100%,True,True,2.0,,1.0,5.0,3.0,5.0,5.0,nyc_NY,40.81516,-73.91584,Mott Haven,36005004300.0,36.0,5.0,4300.0,29704.0,882.0,807900.0,5041.0,38.3,0.4088738559490648,0.8894711767508338,0.0126958936718904,0.2795080341202142,0.0,0.6580043642134498,0.1489428841905964,0.1664058424621805,https://www.airbnb.com/rooms/1507836716760168975,Sister property of the acclaimed Opera House Hotel,,1.0,True,False,False,False
207270,,0.0,,,,entire_home,Entire home/apt,4.0,1.0,2.0,2,365.0,False,347.0,14.0,42.0,72.0,2.0,389697794.0,False,1.0,100%,33%,True,True,36.0,,0.0,,,,,nashville_TN,36.2179609,-86.7037337,District 15,47037015300.0,47.0,37.0,15300.0,87854.0,1488.0,335100.0,6005.0,43.7,0.0495283018867924,0.151468315301391,0.7070774354704413,0.0937552039966694,0.0136552872606161,0.1233971690258118,0.4288441145281018,0.0197018104366347,https://www.airbnb.com/rooms/808657393798944042,Wyndham Nashville Resort | 1BR/1BA King Bed Suite,"Steeped in Southern traditions of hospitality and charm, you’ll want for nothing as you adventure day and night in Music City. Luckily, this warm, friendly resort is close to Nashville’s best music, liquor, and historical landmarks.<br /><br />Wyndham Nashville Resort | 1BR/1BA King Bed Suite<br />• Size: 928 - 988<br />• Kitchen: Full<br />• Baths: 1<br />• Accommodates: 4 Guests<br />• Beds: King Bed - 1  Queen Sleeper Sofa - 1  Varies",1.0,True,True,True,True
94920,402.0,54.0,21708.0,4.84,0.63,entire_home,Entire home/apt,8.0,3.0,5.0,3,90.0,True,166.0,26.0,37.0,52.0,3.0,285470653.0,True,1.0,100%,100%,True,True,16.0,,37.0,4.84,4.89,4.68,4.84,hawaii_hawaii,19.9403,-155.86501,South Kohala,15001021708.0,15.0,1.0,21708.0,112817.0,2096.0,830300.0,4033.0,54.9,0.0600049590875279,0.1817073170731707,0.5740143813538309,0.0,0.0800892635755021,0.0857922142325812,0.4637636080870917,0.0290502793296089,https://www.airbnb.com/rooms/45366002,Luxurious 3BR/3BA  with Private Beach Club Access,"Escape to paradise at this luxurious townhouse in Mauna Lani Resort, perfect for families! This spacious 3-bedroom, 3-bathroom home with a loft comfortably sleeps 8 and offers resort-style amenities. Enjoy the exclusive gated community of Mauna Lani Palm Villas, known for its beauty and tranquility. Experience an unforgettable getaway on the Big Island's Kohala Coast.",3.0,True,True,True,True
116721,224.0,36.0,8064.0,4.83,2.31,entire_home,Entire home/apt,2.0,0.0,1.0,1,365.0,True,307.0,7.0,25.0,44.0,1.0,69552498.0,True,1.0,99%,100%,True,True,204.0,,6.0,5.0,4.83,5.0,4.83,hawaii_hawaii,21.27842,-157.83316,Primary Urban Center,15003001901.0,15.0,3.0,1901.0,107500.0,1792.0,525500.0,476.0,43.7,0.0462184873949579,0.3489208633093525,0.5042016806722689,0.0,0.3676470588235294,0.1155462184873949,0.5572033898305084,0.0,https://www.airbnb.com/rooms/1422348281804378282,"Beachfront studio, Full Ocean View, Kitchen WS1405","Waikiki Shore #1405 – 2161 Kalia Rd.<br /><br />🏖️ Beachfront studio in Waikiki’s only condo directly on the sand! High-floor unit with ocean & park views, private lanai, full kitchen, AC, washer/dryer, and fast Wi-Fi. Walk to restaurants, surf, shopping, and nightlife. 🚗 Optional parking nearby: $25–$40+/day (subject to availability). No resort fees. Ideal for couples, solo travelers, and long stays. Licensed vacation rental in resort zone.",1.0,True,False,False,False
185914,,180.0,,4.87,0.33,entire_home,Entire home/apt,4.0,1.0,2.0,30,365.0,False,354.0,19.0,49.0,79.0,30.0,442630998.0,False,1.0,100%,100%,True,True,2.0,3.0,15.0,4.67,4.6,4.73,4.87,nyc_NY,40.68808,-73.95321,Bedford-Stuyvesant,36047024300.0,36.0,47.0,24300.0,114142.0,2083.0,2000001.0,4300.0,37.5,0.1585195530726257,0.654780361757106,0.2158139534883721,0.4911627906976744,0.1102325581395348,0.1241860465116279,0.5387554585152838,0.033173608551419,https://www.airbnb.com/rooms/550555428777442357,truepromotions studio unique studio apartment.,"truepromotions studio is a unique studio apartment located only 20 min away from the City and a block away from the subway (G Train).  This studio apartment includes a full kitchen, laundry room and a private backyard with large deck.  Guests can schedule a private live band performance or a site seeing transport with host/co host.  Amenities also include Netflix, WiFi, board games, tasty snacks and beverages to make guest feel right at home.  We look forward to hosting your Airbnb experience.",1.0,True,False,False,False
176243,,0.0,,5.0,0.01,private_room,Private room,1.0,1.0,1.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,180378787.0,False,0.0,0,0,True,True,1.0,7.0,1.0,5.0,5.0,5.0,5.0,nyc_NY,40.70513,-73.92211,Bushwick,36047044700.0,36.0,47.0,44700.0,90774.0,1828.0,1043500.0,2470.0,35.4,0.34185952090946,0.934668071654373,0.434412955465587,0.1311740890688259,0.0251012145748987,0.3506072874493927,0.3966699314397649,0.1105058365758754,https://www.airbnb.com/rooms/23980153,Quiet room in Bushwick Apartment above Jefferson L,"Quiet room in comfortable apartment. Conveniently located above the Jefferson L subway station, 20 minutes to Union Square, Manhattan.  Friendly roommates, pleasant common space, plenty of shops and restaurants nearby. Very walkable neighborhood.",1.0,True,False,False,False
209203,227.0,255.0,57626.100000000035,4.92,3.67,entire_home,Entire home/apt,6.0,2.0,2.0,1,365.0,True,137.0,12.0,26.0,50.0,1.0,6855810.0,False,1.0,100%,98%,True,True,115.0,,61.0,4.97,4.97,4.85,4.93,nashville_TN,36.151821,-86.785057,District 19,47037019502.0,47.0,37.0,19502.0,80092.0,2113.0,473200.0,4203.0,30.4,0.1458482036640495,0.7492832112137623,0.6754699024506305,0.1163454675231977,0.0045205805377111,0.1241970021413276,0.7701774470520893,0.0056057303020865,https://www.airbnb.com/rooms/1142148268623294757,Walk to Meetings from Stylish Gulch Loft,"Welcome to Mercury View Lofts! This 2 bedroom is a spacious 950 sq ft situated on the 4th floor of our building in the heart of the Gulch neighborhood in downtown Nashville. <br /><br />• Walk-able to restaurants, coffee shops, & shopping<br />• 1 mile from HONKY TONK ROW!<br />• Free WIFI<br />• Full Kitchen<br />• Lock box entry (you will have a key)<br />• No check-in or check out on Saturdays allowed<br />• Paid Parking available starting at $40/day",2.0,True,False,False,False
182949,,0.0,,4.92,1.32,hotel,Private room,2.0,1.0,1.0,1,365.0,False,0.0,0.0,0.0,0.0,1.0,371972456.0,False,0.0,0,0,True,True,99.0,5.0,78.0,4.87,4.91,4.82,4.92,nyc_NY,40.7066,-74.00408,Financial District,36061001502.0,36.0,61.0,1502.0,182348.0,3501.0,1301800.0,8485.0,29.0,0.0729898516783762,0.8922052294030587,0.5791396582203889,0.0602239245727754,0.2043606364172068,0.0895698291101944,0.8885813148788927,0.02608568930341,https://www.airbnb.com/rooms/47753789,Beautiful King Bed Hotel Room,"Relax in out Timeless European Designed Rooms made for the modern-day traveler seeking comfort and style.<br /><br />Located in the hub of bustling downtown Manhattan in the Financial District/Seaport, our rooms feature breath-taken Water and City Views!<br /><br />All rooms feature a large 55"" TV and a mini fridge.<br /><br />We are easily accessible and walking distance to all the city has to offer, including Wall Street, East River, Brooklyn Bridge, 9/11 Memorial and World Trade Center.",1.0,True,False,False,False
158410,,0.0,,,,private_room,Private room,1.0,1.0,1.0,30,365.0,False,150.0,0.0,0.0,0.0,30.0,679821480.0,True,1.0,91%,54%,True,True,132.0,0.0,0.0,,,,,la_CA,34.050465170781045,-118.4421069101224,Westwood,6037265524.0,6.0,37.0,265524.0,118005.0,3104.0,1066300.0,2768.0,37.5,0.0437138728323699,0.7268041237113402,0.6383670520231214,0.0028901734104046,0.1893063583815029,0.0906791907514451,0.7833854399285395,0.0341163310961968,https://www.airbnb.com/rooms/1391615813320874188,UCLA Access | Comfy Urban Pad,"UCLA Access | Comfy Urban Pad – Ideal for UCLA Students, Interns, and Young Professionals 🌟<br /><br />Room 5 in a 6-Bedroom, 6-Bathroom Apartment<br /><br />103 sqft | Male Private Room with Ensuite Bathroom | Fully Furnished | All Utilities Included | Westwood Location<br /><br />Looking for a private, cozy room near UCLA with your own bathroom? This fully furnished Westwood apartment is perfect for students, interns, and young professionals who value comfort, privacy, and a strong sense of community.",1.0,True,False,False,False
3830,417.0,0.0,0.0,5.0,0.14,entire_home,Entire home/apt,9.0,4.0,5.0,2,365.0,False,325.0,18.0,34.0,53.0,2.0,6755464.0,False,0.0,0,0,True,True,1.0,,17.0,4.82,4.71,4.76,4.94,austin_TX,30.24501,-98.00361,78736,48453036600.0,48.0,453.0,36600.0,153438.0,1773.0,663100.0,9249.0,42.0,0.058508896408689,0.1741071428571428,0.799978376040653,0.0194615634122607,0.0242188344685912,0.121094172342956,0.6068597314350429,0.0187995469988674,https://www.airbnb.com/rooms/6782834,Panoramic Paradise - Views | Pool | Privacy,"Private 3-acre retreat bordering 7,000 acres of conservation land. Surrounded by gardens, sitting areas, a natural pool, and fire-pits. Enjoy 1,200+ sf of wraparound decks with panoramic views. A 30’ atrium serves as a stunning studio or sitting room. The open, airy second-floor living space is filled with natural light and blends seamlessly with the outdoors. Just 25 minutes from downtown—offering a rare mix of total privacy, natural beauty, and easy access to the city.",4.0,True,True,True,False
193759,,255.0,,4.72,2.38,private_room,Private room,2.0,1.0,1.0,1,28.0,True,337.0,2.0,32.0,62.0,1.0,545416054.0,True,1.0,100%,100%,True,True,10.0,2.0,58.0,4.57,4.67,4.69,4.95,nyc_NY,40.81266953240476,-73.94409308508769,Harlem,36061022600.0,36.0,61.0,22600.0,61521.0,1904.0,812500.0,5052.0,35.6,0.2267569181763886,0.7935483870967742,0.1731987331749802,0.3774742676167854,0.0726444972288202,0.3471892319873317,0.4736842105263157,0.0887885628291948,https://www.airbnb.com/rooms/1019663721950569974,French Refuge W/ Shared Bathroom,"Stylish, classic, and elegant French styled kitchenette in West Harlem! <br />This is your own private kitchenette apartment inside a classic New York brownstone, full kitchen, and great Wi-Fi. The shared bathroom is located in the hallway, right outside of the apt door. A convenient Manhattan location: just 4 blocks to the subway, 10 minutes to Times Square, 30 minutes to Downtown, all in a beautiful & safe neighborhood with world-class dining. Copy of ID will be required prior to entry.",1.0,True,False,False,False
170716,,0.0,,4.75,0.03,entire_home,Entire home/apt,4.0,1.0,2.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,13129524.0,False,0.0,0,0,True,True,1.0,10.0,4.0,5.0,5.0,4.75,5.0,nyc_NY,40.78017,-73.97629,Upper West Side,36061016100.0,36.0,61.0,16100.0,152782.0,3136.0,2000001.0,6177.0,40.2,0.0584426096810749,0.74225748656258,0.7848470131131617,0.0386919216448113,0.0645944633317144,0.0713938805245264,0.8525226390685641,0.0623992631821321,https://www.airbnb.com/rooms/9429015,Amazing Location! mid-70s 1BR @ Columbus,"We love our apartment and we hope you will too. Located on the backside of the Natural History Museum (a few doors from Shake Shack!) our 1BR apartment is on a quiet, residential street. We have a full-sized bed, a pull-out couch & separate kitchen.",1.0,True,False,False,False
212718,157.0,255.0,40035.0,4.84,1.45,entire_home,Entire home/apt,6.0,3.0,6.0,30,365.0,False,179.0,30.0,60.0,90.0,30.0,48902370.0,True,1.0,100%,91%,True,True,1.0,,156.0,4.85,4.84,4.83,4.92,neworleans_LA,29.92641,-90.02716,Tall Timbers - Brechtel,22071000619.0,22.0,71.0,619.0,24950.0,1056.0,258300.0,1979.0,40.7,0.2945932289034866,0.5799256505576208,0.0606366851945427,0.8332491157150076,0.0,0.0343607882769075,0.3186344238975818,0.0472837022132796,https://www.airbnb.com/rooms/15758477,Plush 3 Bedroom 2 Bath 3 miles to Downtown,"Experience everything in New Orleans! Our plush, safe, newly renovated 3 bedroom/2 bath home is just a quick <br />3.5 mile trip across the GNO bridge. Our place is perfect for couples, solo adventurers, business travelers, and families. We do have cameras outside of our home including a doorbell camera. There are no video cameras operating inside of the house. We do have a minimum age requirement of 25 unless you are traveling with a parent.",2.0,True,True,False,False
244809,767.9499999999825,54.0,57626.100000000035,4.88,0.93,entire_home,Entire home/apt,12.0,7.0,8.0,3,31.0,False,205.0,18.0,40.0,59.0,3.0,27170631.0,False,3.0,80%,64%,True,True,1.0,,85.0,4.85,5.0,4.67,4.75,sandiego_CA,32.85963798037605,-117.25420005619524,La Jolla,6073008312.0,6.0,73.0,8312.0,140463.0,2245.0,2000001.0,3841.0,45.9,0.0797649034424853,0.3256501182033097,0.6519135641759959,0.0065087216870606,0.1286123405363186,0.1452746680551939,0.7202996789154478,0.0447058823529411,https://www.airbnb.com/rooms/22588028,La Jolla Shores Home Near Beach (Family Friendly),"Just a short block from La Jolla Shores Beach and Kellogg Park. <br /><br />Featuring 7 bedrooms, 4.5 baths, expansive patios, private pool and hot tub, outdoor patio with fireplace, and much more.  <br /><br />Breathtaking views of La Jolla Cove from the Master suite and outdoor terrace. <br /><br />Perfect for the discerning traveler, open floor plan perfect for entertaining or visiting with friends and/or family and offers the necessary space and privacy. <br /><br />Driveway parking for 2 cars. <br /><br />Family owned home, and it shows!",4.5,True,True,True,False
270744,165.0,0.0,0.0,4.0,0.08,entire_home,Entire home/apt,5.0,2.0,3.0,30,240.0,False,62.0,0.0,0.0,0.0,30.0,1121532.0,False,1.0,100%,55%,True,True,11.0,,3.0,4.0,5.0,4.0,4.67,seatle_WA,47.63634,-122.2783,Madison Park,53033006300.0,53.0,33.0,6300.0,189236.0,2353.0,2000001.0,5844.0,41.9,0.0157931273863241,0.4479363877319197,0.8533538672142368,0.0102669404517453,0.0562970568104038,0.0340520191649555,0.8570752484619025,0.1463657484234981,https://www.airbnb.com/rooms/52457502,Madison Park Waterfront,"Absolute waterfront in Seattle’s most desirable neighborhood. Gorgeous Mediterranean style duplex.<br />Enjoy water views with the sound of lapping waves in this beautifully maintained furnished duplex.<br /><br />Shops, cafes and restaurants are only a few minutes' walk from the house.",2.0,True,True,False,False
107457,442.0,0.0,0.0,,,entire_home,Entire home/apt,4.0,1.0,1.0,1,365.0,True,305.0,15.0,21.0,39.0,1.0,529290529.0,False,1.0,100%,100%,True,True,78.0,,0.0,,,,,hawaii_hawaii,20.922290256487223,-156.69450353683044,Lahaina,15009031503.0,15.0,9.0,31503.0,80859.0,2019.0,1551100.0,2802.0,45.7,0.1334760885082084,0.5459915611814345,0.4453961456102783,0.0082084225553176,0.1513204853675945,0.1723768736616702,0.2896678966789668,0.1221719457013574,https://www.airbnb.com/rooms/950760477817248428,"Ocean View steps from beach, dining, shopping 611","This one bedroom suite offers beautiful views of the Pacific. Suite features two bathrooms, a living area, fully equipped kitchen, and private balcony.",2.0,True,True,True,True
171018,,0.0,,4.89,0.07,private_room,Private room,1.0,1.0,1.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,6501582.0,False,0.0,0,0,True,True,1.0,10.0,9.0,4.78,4.78,5.0,4.89,nyc_NY,40.67656,-73.93325,Crown Heights,36047030900.0,36.0,47.0,30900.0,76278.0,1717.0,713900.0,2447.0,31.0,0.3177914110429448,0.7878151260504201,0.0559869227625664,0.6742950551695954,0.0212505108295872,0.2059664895790764,0.332934131736527,0.1440397350993377,https://www.airbnb.com/rooms/9735931,Private room in spacious apartment,"I'm renting my cozy room with a queen bed in a beautiful, warm and friendly  apartment I share with two writers and a photographer . 5 minute walk to the A-C train, 15 minute walk to a lot of bars and stores on Franklin Ave in Prospect Heights!",1.0,True,False,False,False
129332,,0.0,,5.0,0.01,private_room,Private room,3.0,1.0,1.0,30,75.0,False,0.0,0.0,0.0,0.0,30.0,6443758.0,False,0.0,0,0,True,True,3.0,7.0,1.0,5.0,5.0,5.0,5.0,la_CA,33.99639,-118.47658,Venice,6037273300.0,6.0,37.0,273300.0,91875.0,2408.0,2000001.0,2857.0,39.5,0.1610080504025201,0.7658703071672355,0.632831641582079,0.1554077703885194,0.0308015400770038,0.1550577528876444,0.6890138408304498,0.1727425687044307,https://www.airbnb.com/rooms/28943864,Beautiful Room in Venice Beach/Santa Monica,"Beautiful, well-decorated 2BR 1BA apartment with great sunlight throughout the day. This is my home,  designed with a welcoming flow and feel. The location cannot be beat!  50 yards from Santa Monica (AirBnB is prohibited in SaMo, this is as close as you can get!)  Walk to Main St in 2 minutes. Walk to Rose Ave in 1 minute. 3 blocks to the beach, less than a 10 minute walk to the waters edge! 15 minute walk to Abbot Kinney Blvd. Ideal for business travelers or couples, not a place to party",1.0,True,True,False,False
